"TIME","GEO","UNIT","ICHA11_HC","ICHA11_HF","Value","Flag and Footnotes"
"2017","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","All financing schemes","1,426,610.88",""
"2017","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,137,671.17",""
"2017","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Government schemes","533,879.13",""
"2017","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","603,792.01",""
"2017","European Union - 15 countries (1995-2004)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","69,724.63",""
"2017","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","All financing schemes","1,136,922.84",""
"2017","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","903,737.05",""
"2017","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Government schemes","290,539.43",""
"2017","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","613,197.59",""
"2017","Euro area - 19 countries  (from 2015)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","57,472.95",""
"2017","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","All financing schemes","1,134,198.37",""
"2017","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","901,925.22",""
"2017","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Government schemes","290,294.31",""
"2017","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","611,630.88",""
"2017","Euro area - 18 countries (2014)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","57,440.26",""
"2017","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","All financing schemes","1,119,462.92",""
"2017","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","891,526.66",""
"2017","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Government schemes","287,734.62",""
"2017","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","603,792.01",""
"2017","Euro area - 12 countries (2001-2006)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","56,592.01",""
"2017","Belgium","Million euro","Current health care expenditure (CHE)","All financing schemes","45,404.82",""
"2017","Belgium","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","35,073.13",""
"2017","Belgium","Million euro","Current health care expenditure (CHE)","Government schemes","9,605.82",""
"2017","Belgium","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","25,467.30",""
"2017","Belgium","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","2,324.69",""
"2017","Bulgaria","Million euro","Current health care expenditure (CHE)","All financing schemes","4,182.67",""
"2017","Bulgaria","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","2,178.20",""
"2017","Bulgaria","Million euro","Current health care expenditure (CHE)","Government schemes","386.77",""
"2017","Bulgaria","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","1,791.42",""
"2017","Bulgaria","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","57.39",""
"2017","Czechia","Million euro","Current health care expenditure (CHE)","All financing schemes","13,864.05",""
"2017","Czechia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","11,381.55",""
"2017","Czechia","Million euro","Current health care expenditure (CHE)","Government schemes","1,812.48",""
"2017","Czechia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","9,569.07",""
"2017","Czechia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","429.36",""
"2017","Denmark","Million euro","Current health care expenditure (CHE)","All financing schemes","29,597.66",""
"2017","Denmark","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","24,869.14",""
"2017","Denmark","Million euro","Current health care expenditure (CHE)","Government schemes","24,869.14",""
"2017","Denmark","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","0.00",""
"2017","Denmark","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","662.25",""
"2017","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","All financing schemes","368,597.00",""
"2017","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","310,959.00",""
"2017","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Government schemes","23,251.00",""
"2017","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","287,708.00",""
"2017","Germany (until 1990 former territory of the FRG)","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","11,555.00",""
"2017","Estonia","Million euro","Current health care expenditure (CHE)","All financing schemes","1,518.31",""
"2017","Estonia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,134.93",""
"2017","Estonia","Million euro","Current health care expenditure (CHE)","Government schemes","157.47",""
"2017","Estonia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","977.46",""
"2017","Estonia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","25.11",""
